business_id,transaction_id,transaction_date,transaction_type,amount,created_date,created_user,account,a/r_paid,a/p_paid,due_date,open_balance,po_status,estimate_status,customer_name,vendor_name,product_service,quantity,rate,credit,debit,sale,purchase,billable,invoiced,cleared,payment_method,misc_(business_specific_fields)
15,86571,1994-09-06,Invoice,31397.33,1994-10-31,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,1995-08-17,15383.87,,,Pamela Christensen,,,,0.08,10.5,,Yes,No,No,,Uncleared,American Express,
15,86055,1998-12-06,Bill,31397.33,1999-01-30,Katrina Dennis,Accounts Receivable (A/R),Paid,,1999-05-13,30374.88,,,Shane Buck,,,,,,31397.329999999998,Yes,No,No,,,Cash,
15,86055,1998-12-06,Bill,31397.33,1999-01-30,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,1999-05-13,30374.88,,,Shane Buck,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Cash,
15,86055,1998-12-06,Bill,31397.33,1999-01-30,Katrina Dennis,Design income,Paid,,1999-05-13,30374.88,,,Shane Buck,,Design,60,191.8,11508.0,,Yes,No,No,,,Cash,
15,86055,1998-12-06,Bill,31397.33,1999-01-30,Katrina Dennis,Oil field machinery and equipment rental or leasing,Paid,,1999-05-13,30374.88,,,Shane Buck,,Oil field Machinery,28,343.97,9631.16,,Yes,No,No,,,Cash,
15,86055,1998-12-06,Bill,31397.33,1999-01-30,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,1999-05-13,30374.88,,,Shane Buck,,,,0.08,10.5,,Yes,No,No,,Uncleared,Cash,
15,87135,2020-02-03,Bill,31397.33,2020-06-21,Katrina Dennis,Accounts Receivable (A/R),Paid,,2021-04-02,17766.21,,,Daniel Davidson,,,,,,31397.329999999998,Yes,No,No,,,Check,
15,87135,2020-02-03,Bill,31397.33,2020-06-21,Katrina Dennis,Job Materials,Paid,,2021-04-02,17766.21,,,Daniel Davidson,,,31,330.57,10247.67,,Yes,No,No,,,Check,
15,87135,2020-02-03,Bill,31397.33,2020-06-21,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2021-04-02,17766.21,,,Daniel Davidson,,Towboat,60,191.8,11508.0,,Yes,No,No,,,Check,
15,87135,2020-02-03,Bill,31397.33,2020-06-21,Katrina Dennis,Billable Expense Income,Paid,,2021-04-02,17766.21,,,Daniel Davidson,,,28,343.97,9631.16,,Yes,No,No,,,Check,
15,87135,2020-02-03,Bill,31397.33,2020-06-21,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2021-04-02,17766.21,,,Daniel Davidson,,,,0.08,10.5,,Yes,No,No,,Uncleared,Check,
15,85828,2023-01-13,Expense,31397.33,2023-11-14,Katrina Dennis,Accounts Receivable (A/R),Paid,,2024-05-11,28442.55,,,Nicholas Sanchez,,,,,,31397.329999999998,Yes,No,No,,,Check,
15,85828,2023-01-13,Expense,31397.33,2023-11-14,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2024-05-11,28442.55,,,Nicholas Sanchez,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Check,
15,85828,2023-01-13,Expense,31397.33,2023-11-14,Katrina Dennis,Aircraft rental or leasing,Paid,,2024-05-11,28442.55,,,Nicholas Sanchez,,Aircraft,60,191.8,11508.0,,Yes,No,No,,,Check,
15,85828,2023-01-13,Expense,31397.33,2023-11-14,Katrina Dennis,Decks and Patios,Paid,,2024-05-11,28442.55,,,Nicholas Sanchez,,,28,343.97,9631.16,,Yes,No,No,,,Check,
15,85828,2023-01-13,Expense,31397.33,2023-11-14,Katrina Dennis,Loan Payable,Paid,,2024-05-11,28442.55,,,Nicholas Sanchez,,,,0.08,10.5,,Yes,No,No,,Uncleared,Check,
15,86023,2013-06-04,Credit Memo,31397.33,2013-11-27,Katrina Dennis,Accounts Receivable (A/R),Paid,,2014-08-17,15946.44,,,Brandi Jordan,,,,,,31397.329999999998,Yes,No,No,,,Discover,
15,86023,2013-06-04,Credit Memo,31397.33,2013-11-27,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2014-08-17,15946.44,,,Brandi Jordan,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Discover,
15,86023,2013-06-04,Credit Memo,31397.33,2013-11-27,Katrina Dennis,Design income,Paid,,2014-08-17,15946.44,,,Brandi Jordan,,Design,60,191.8,11508.0,,Yes,No,No,,,Discover,
15,86023,2013-06-04,Credit Memo,31397.33,2013-11-27,Katrina Dennis,Installation,Paid,,2014-08-17,15946.44,,,Brandi Jordan,,Installation,28,343.97,9631.16,,Yes,No,No,,,Discover,
15,86023,2013-06-04,Credit Memo,31397.33,2013-11-27,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2014-08-17,15946.44,,,Brandi Jordan,,,,0.08,10.5,,Yes,No,No,,Uncleared,Discover,
15,83586,2008-03-02,Cash Expense,31397.33,2009-02-14,Katrina Dennis,Accounts Receivable (A/R),Paid,,2009-12-24,27638.97,,,Christian Diaz,,,,,,31397.329999999998,Yes,No,No,,,Diners Club,
15,83586,2008-03-02,Cash Expense,31397.33,2009-02-14,Katrina Dennis,Uncategorized Income,Paid,,2009-12-24,27638.97,,,Christian Diaz,,,31,330.57,10247.67,,Yes,No,No,,,Diners Club,
15,83586,2008-03-02,Cash Expense,31397.33,2009-02-14,Katrina Dennis,Mining machinery and equipment rental or leasing,Paid,,2009-12-24,27638.97,,,Christian Diaz,,Mining machinery,60,191.8,11508.0,,Yes,No,No,,,Diners Club,
15,83586,2008-03-02,Cash Expense,31397.33,2009-02-14,Katrina Dennis,Maintenance and Repair,Paid,,2009-12-24,27638.97,,,Christian Diaz,,,28,343.97,9631.16,,Yes,No,No,,,Diners Club,
15,83586,2008-03-02,Cash Expense,31397.33,2009-02-14,Katrina Dennis,Loan Payable,Paid,,2009-12-24,27638.97,,,Christian Diaz,,,,0.08,10.5,,Yes,No,No,,Uncleared,Diners Club,
15,86890,2020-05-08,Purchase Order,31397.33,2021-02-17,Katrina Dennis,Accounts Receivable (A/R),Paid,,2021-12-21,14270.86,,,Krystal Anderson,,,,,,31397.329999999998,Yes,No,No,,,Cash,
15,86890,2020-05-08,Purchase Order,31397.33,2021-02-17,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2021-12-21,14270.86,,,Krystal Anderson,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Cash,
15,86890,2020-05-08,Purchase Order,31397.33,2021-02-17,Katrina Dennis,Heavy construction equipment rental,Paid,,2021-12-21,14270.86,,,Krystal Anderson,,Heavy construction equipment,60,191.8,11508.0,,Yes,No,No,,,Cash,
15,86890,2020-05-08,Purchase Order,31397.33,2021-02-17,Katrina Dennis,Forestry and logging machinery and equipment rental or leasing,Paid,,2021-12-21,14270.86,,,Krystal Anderson,,Forestry Machinery,28,343.97,9631.16,,Yes,No,No,,,Cash,
15,86890,2020-05-08,Purchase Order,31397.33,2021-02-17,Katrina Dennis,Loan Payable,Paid,,2021-12-21,14270.86,,,Krystal Anderson,,,,0.08,10.5,,Yes,No,No,,Uncleared,Cash,
15,82082,1998-04-30,Charge,21364.04,1998-06-05,Katrina Dennis,Accounts Receivable (A/R),Paid,,1998-06-16,19055.87,,,Debra White,,,,,,21364.04,Yes,No,No,,,Discover,{project: XYZ school painting}
15,82082,1998-04-30,Charge,21364.04,1998-06-05,Katrina Dennis,Decks and Patios,Paid,,1998-06-16,19055.87,,,Debra White,,,16,310.17,4962.72,,Yes,No,No,,,Discover,{project: XYZ school painting}
15,82082,1998-04-30,Charge,21364.04,1998-06-05,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,1998-06-16,19055.87,,,Debra White,,Towboat,52,315.41,16401.32,,Yes,No,No,,,Discover,{project: XYZ school painting}
15,83565,2021-08-16,Billable Expense Charge,31397.33,2022-01-22,Katrina Dennis,Accounts Receivable (A/R),Paid,,2022-12-07,19377.4,,,Christine Patel MD,,,,,,31397.329999999998,Yes,No,No,,,MasterCard,
15,83565,2021-08-16,Billable Expense Charge,31397.33,2022-01-22,Katrina Dennis,Uncategorized Income,Paid,,2022-12-07,19377.4,,,Christine Patel MD,,,31,330.57,10247.67,,Yes,No,No,,,MasterCard,
15,83565,2021-08-16,Billable Expense Charge,31397.33,2022-01-22,Katrina Dennis,Mining machinery and equipment rental or leasing,Paid,,2022-12-07,19377.4,,,Christine Patel MD,,Mining machinery,60,191.8,11508.0,,Yes,No,No,,,MasterCard,
15,83565,2021-08-16,Billable Expense Charge,31397.33,2022-01-22,Katrina Dennis,Unapplied Cash Payment Income,Paid,,2022-12-07,19377.4,,,Christine Patel MD,,,28,343.97,9631.16,,Yes,No,No,,,MasterCard,
15,83565,2021-08-16,Billable Expense Charge,31397.33,2022-01-22,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2022-12-07,19377.4,,,Christine Patel MD,,,,0.08,10.5,,Yes,No,No,,Uncleared,MasterCard,
15,85428,2017-05-17,Time Charge,31397.33,2018-03-10,Katrina Dennis,Accounts Receivable (A/R),Paid,,2019-02-06,1761.56,,,Joshua Rodriguez,,,,,,31397.329999999998,Yes,No,No,,,Cash,
15,85428,2017-05-17,Time Charge,31397.33,2018-03-10,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2019-02-06,1761.56,,,Joshua Rodriguez,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Cash,
15,85428,2017-05-17,Time Charge,31397.33,2018-03-10,Katrina Dennis,Oil field machinery and equipment rental or leasing,Paid,,2019-02-06,1761.56,,,Joshua Rodriguez,,Oil field Machinery,60,191.8,11508.0,,Yes,No,No,,,Cash,
15,85428,2017-05-17,Time Charge,31397.33,2018-03-10,Katrina Dennis,Design income,Paid,,2019-02-06,1761.56,,,Joshua Rodriguez,,Design,28,343.97,9631.16,,Yes,No,No,,,Cash,
15,85428,2017-05-17,Time Charge,31397.33,2018-03-10,Katrina Dennis,Loan Payable,Paid,,2019-02-06,1761.56,,,Joshua Rodriguez,,,,0.08,10.5,,Yes,No,No,,Uncleared,Cash,
15,86254,2005-04-09,Bill,31397.33,2005-08-08,Katrina Dennis,Accounts Receivable (A/R),Paid,,2005-12-25,17148.53,,,Amber Young,,,,,,31397.329999999998,Yes,No,No,,,American Express,
15,86254,2005-04-09,Bill,31397.33,2005-08-08,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2005-12-25,17148.53,,,Amber Young,,Towboat,31,330.57,10247.67,,Yes,No,No,,,American Express,
15,86254,2005-04-09,Bill,31397.33,2005-08-08,Katrina Dennis,Billable Expense Income,Paid,,2005-12-25,17148.53,,,Amber Young,,,60,191.8,11508.0,,Yes,No,No,,,American Express,
15,86254,2005-04-09,Bill,31397.33,2005-08-08,Katrina Dennis,Railcar rental or leasing,Paid,,2005-12-25,17148.53,,,Amber Young,,Railcar,28,343.97,9631.16,,Yes,No,No,,,American Express,
15,86254,2005-04-09,Bill,31397.33,2005-08-08,Katrina Dennis,Loan Payable,Paid,,2005-12-25,17148.53,,,Amber Young,,,,0.08,10.5,,Yes,No,No,,Uncleared,American Express,
15,83439,2008-07-12,Billable Expense Charge,31397.33,2009-01-02,Katrina Dennis,Accounts Receivable (A/R),Paid,,2009-04-08,22010.24,,,Daniel Meyer,,,,,,31397.329999999998,Yes,No,No,,,Check,
15,83439,2008-07-12,Billable Expense Charge,31397.33,2009-01-02,Katrina Dennis,Uncategorized Income,Paid,,2009-04-08,22010.24,,,Daniel Meyer,,,31,330.57,10247.67,,Yes,No,No,,,Check,
15,83439,2008-07-12,Billable Expense Charge,31397.33,2009-01-02,Katrina Dennis,Maintenance and Repair,Paid,,2009-04-08,22010.24,,,Daniel Meyer,,,60,191.8,11508.0,,Yes,No,No,,,Check,
15,83439,2008-07-12,Billable Expense Charge,31397.33,2009-01-02,Katrina Dennis,Job Materials,Paid,,2009-04-08,22010.24,,,Daniel Meyer,,,28,343.97,9631.16,,Yes,No,No,,,Check,
15,83439,2008-07-12,Billable Expense Charge,31397.33,2009-01-02,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2009-04-08,22010.24,,,Daniel Meyer,,,,0.08,10.5,,Yes,No,No,,Uncleared,Check,
15,87633,2018-02-27,Bill,31397.33,2018-12-01,Katrina Dennis,Accounts Receivable (A/R),Paid,,2019-03-25,31390.27,,,Travis Jones,,,,,,31397.329999999998,Yes,No,No,,,Diners Club,
15,87633,2018-02-27,Bill,31397.33,2018-12-01,Katrina Dennis,Job Materials,Paid,,2019-03-25,31390.27,,,Travis Jones,,,31,330.57,10247.67,,Yes,No,No,,,Diners Club,
15,87633,2018-02-27,Bill,31397.33,2018-12-01,Katrina Dennis,Oil field machinery and equipment rental or leasing,Paid,,2019-03-25,31390.27,,,Travis Jones,,Oil field Machinery,60,191.8,11508.0,,Yes,No,No,,,Diners Club,
15,87633,2018-02-27,Bill,31397.33,2018-12-01,Katrina Dennis,Billable Expense Income,Paid,,2019-03-25,31390.27,,,Travis Jones,,,28,343.97,9631.16,,Yes,No,No,,,Diners Club,
15,87633,2018-02-27,Bill,31397.33,2018-12-01,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2019-03-25,31390.27,,,Travis Jones,,,,0.08,10.5,,Yes,No,No,,Uncleared,Diners Club,
15,85400,2013-06-04,Bill Payment (Check),31397.33,2014-02-09,Katrina Dennis,Accounts Receivable (A/R),Paid,,2014-12-24,27694.66,,,Ryan French,,,,,,31397.329999999998,Yes,No,No,,,MasterCard,
15,85400,2013-06-04,Bill Payment (Check),31397.33,2014-02-09,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2014-12-24,27694.66,,,Ryan French,,Towboat,31,330.57,10247.67,,Yes,No,No,,,MasterCard,
15,85400,2013-06-04,Bill Payment (Check),31397.33,2014-02-09,Katrina Dennis,Oil field machinery and equipment rental or leasing,Paid,,2014-12-24,27694.66,,,Ryan French,,Oil field Machinery,60,191.8,11508.0,,Yes,No,No,,,MasterCard,
15,85400,2013-06-04,Bill Payment (Check),31397.33,2014-02-09,Katrina Dennis,Unapplied Cash Payment Income,Paid,,2014-12-24,27694.66,,,Ryan French,,,28,343.97,9631.16,,Yes,No,No,,,MasterCard,
15,85400,2013-06-04,Bill Payment (Check),31397.33,2014-02-09,Katrina Dennis,Loan Payable,Paid,,2014-12-24,27694.66,,,Ryan French,,,,0.08,10.5,,Yes,No,No,,Uncleared,MasterCard,
15,85483,2001-10-13,Expense,31397.33,2002-05-27,Katrina Dennis,Accounts Receivable (A/R),Paid,,2003-03-12,15717.21,,,Julie Smith,,,,,,31397.329999999998,Yes,No,No,,,Diners Club,
15,85483,2001-10-13,Expense,31397.33,2002-05-27,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2003-03-12,15717.21,,,Julie Smith,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Diners Club,
15,85483,2001-10-13,Expense,31397.33,2002-05-27,Katrina Dennis,Labor,Paid,,2003-03-12,15717.21,,,Julie Smith,,,60,191.8,11508.0,,Yes,No,No,,,Diners Club,
15,85483,2001-10-13,Expense,31397.33,2002-05-27,Katrina Dennis,Other Income,Paid,,2003-03-12,15717.21,,,Julie Smith,,,28,343.97,9631.16,,Yes,No,No,,,Diners Club,
15,85483,2001-10-13,Expense,31397.33,2002-05-27,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2003-03-12,15717.21,,,Julie Smith,,,,0.08,10.5,,Yes,No,No,,Uncleared,Diners Club,
15,85862,2021-01-09,Estimate,31397.33,2021-08-29,Katrina Dennis,Accounts Receivable (A/R),Paid,,2021-10-02,27673.17,,,Whitney Juarez,,,,,,31397.329999999998,Yes,No,No,,,Diners Club,
15,85862,2021-01-09,Estimate,31397.33,2021-08-29,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2021-10-02,27673.17,,,Whitney Juarez,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Diners Club,
15,85862,2021-01-09,Estimate,31397.33,2021-08-29,Katrina Dennis,Aircraft rental or leasing,Paid,,2021-10-02,27673.17,,,Whitney Juarez,,Aircraft,60,191.8,11508.0,,Yes,No,No,,,Diners Club,
15,85862,2021-01-09,Estimate,31397.33,2021-08-29,Katrina Dennis,Refunds-Allowances,Paid,,2021-10-02,27673.17,,,Whitney Juarez,,,28,343.97,9631.16,,Yes,No,No,,,Diners Club,
15,85862,2021-01-09,Estimate,31397.33,2021-08-29,Katrina Dennis,Loan Payable,Paid,,2021-10-02,27673.17,,,Whitney Juarez,,,,0.08,10.5,,Yes,No,No,,Uncleared,Diners Club,
15,87893,1996-12-17,Check,31397.33,1997-11-23,Katrina Dennis,Accounts Receivable (A/R),Paid,,1998-01-09,28010.83,,,John Mendoza,,,,,,31397.329999999998,Yes,No,No,,,MasterCard,
15,87893,1996-12-17,Check,31397.33,1997-11-23,Katrina Dennis,Job Materials,Paid,,1998-01-09,28010.83,,,John Mendoza,,,31,330.57,10247.67,,Yes,No,No,,,MasterCard,
15,87893,1996-12-17,Check,31397.33,1997-11-23,Katrina Dennis,Maintenance and Repair,Paid,,1998-01-09,28010.83,,,John Mendoza,,,60,191.8,11508.0,,Yes,No,No,,,MasterCard,
15,87893,1996-12-17,Check,31397.33,1997-11-23,Katrina Dennis,Installation,Paid,,1998-01-09,28010.83,,,John Mendoza,,Installation,28,343.97,9631.16,,Yes,No,No,,,MasterCard,
15,87893,1996-12-17,Check,31397.33,1997-11-23,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,1998-01-09,28010.83,,,John Mendoza,,,,0.08,10.5,,Yes,No,No,,Uncleared,MasterCard,
15,85404,2010-03-14,Charge,31397.33,2010-06-12,Katrina Dennis,Accounts Receivable (A/R),Paid,,2010-10-29,10546.83,,,Joseph Stanley,,,,,,31397.329999999998,Yes,No,No,,,Cash,
15,85404,2010-03-14,Charge,31397.33,2010-06-12,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2010-10-29,10546.83,,,Joseph Stanley,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Cash,
15,85404,2010-03-14,Charge,31397.33,2010-06-12,Katrina Dennis,Oil field machinery and equipment rental or leasing,Paid,,2010-10-29,10546.83,,,Joseph Stanley,,Oil field Machinery,60,191.8,11508.0,,Yes,No,No,,,Cash,
15,85404,2010-03-14,Charge,31397.33,2010-06-12,Katrina Dennis,Fees Billed,Paid,,2010-10-29,10546.83,,,Joseph Stanley,,,28,343.97,9631.16,,Yes,No,No,,,Cash,
15,85404,2010-03-14,Charge,31397.33,2010-06-12,Katrina Dennis,Loan Payable,Paid,,2010-10-29,10546.83,,,Joseph Stanley,,,,0.08,10.5,,Yes,No,No,,Uncleared,Cash,
15,84167,1994-07-28,Sales Receipt,31397.33,1994-09-09,Katrina Dennis,Accounts Receivable (A/R),Paid,,1995-06-06,10079.41,,,Timothy Johnson,,,,,,31397.329999999998,Yes,No,No,,,American Express,
15,84167,1994-07-28,Sales Receipt,31397.33,1994-09-09,Katrina Dennis,Uncategorized Income,Paid,,1995-06-06,10079.41,,,Timothy Johnson,,,31,330.57,10247.67,,Yes,No,No,,,American Express,
15,84167,1994-07-28,Sales Receipt,31397.33,1994-09-09,Katrina Dennis,Unapplied Cash Payment Income,Paid,,1995-06-06,10079.41,,,Timothy Johnson,,,60,191.8,11508.0,,Yes,No,No,,,American Express,
15,84167,1994-07-28,Sales Receipt,31397.33,1994-09-09,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,1995-06-06,10079.41,,,Timothy Johnson,,Towboat,28,343.97,9631.16,,Yes,No,No,,,American Express,
15,84167,1994-07-28,Sales Receipt,31397.33,1994-09-09,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,1995-06-06,10079.41,,,Timothy Johnson,,,,0.08,10.5,,Yes,No,No,,Uncleared,American Express,
15,82326,2003-09-03,Deposit,21364.04,2003-12-27,Katrina Dennis,Accounts Receivable (A/R),Paid,,2004-08-12,5205.74,,,Daniel Robinson,,,,,,21364.04,Yes,No,No,,,American Express,{project: XYZ school painting}
15,82326,2003-09-03,Deposit,21364.04,2003-12-27,Katrina Dennis,Railcar rental or leasing,Paid,,2004-08-12,5205.74,,,Daniel Robinson,,Railcar,16,310.17,4962.72,,Yes,No,No,,,American Express,{project: XYZ school painting}
15,82326,2003-09-03,Deposit,21364.04,2003-12-27,Katrina Dennis,Heavy construction equipment rental,Paid,,2004-08-12,5205.74,,,Daniel Robinson,,Heavy construction equipment,52,315.41,16401.32,,Yes,No,No,,,American Express,{project: XYZ school painting}
15,87324,2007-04-09,Sales Receipt,31397.33,2007-06-14,Katrina Dennis,Accounts Receivable (A/R),Paid,,2007-07-01,25792.75,,,Sarah Allen,,,,,,31397.329999999998,Yes,No,No,,,Diners Club,
15,87324,2007-04-09,Sales Receipt,31397.33,2007-06-14,Katrina Dennis,Job Materials,Paid,,2007-07-01,25792.75,,,Sarah Allen,,,31,330.57,10247.67,,Yes,No,No,,,Diners Club,
15,87324,2007-04-09,Sales Receipt,31397.33,2007-06-14,Katrina Dennis,Decks and Patios,Paid,,2007-07-01,25792.75,,,Sarah Allen,,,60,191.8,11508.0,,Yes,No,No,,,Diners Club,
15,87324,2007-04-09,Sales Receipt,31397.33,2007-06-14,Katrina Dennis,Services,Paid,,2007-07-01,25792.75,,,Sarah Allen,,Services,28,343.97,9631.16,,Yes,No,No,,,Diners Club,
15,87324,2007-04-09,Sales Receipt,31397.33,2007-06-14,Katrina Dennis,Loan Payable,Paid,,2007-07-01,25792.75,,,Sarah Allen,,,,0.08,10.5,,Yes,No,No,,Uncleared,Diners Club,
15,82611,2011-06-10,Cash Expense,31397.33,2011-07-05,Katrina Dennis,Accounts Receivable (A/R),Paid,,2011-10-06,19453.66,,,Mary Benson,,,,,,31397.329999999998,Yes,No,No,,,Cash,
15,82611,2011-06-10,Cash Expense,31397.33,2011-07-05,Katrina Dennis,Uncategorized Income,Paid,,2011-10-06,19453.66,,,Mary Benson,,,31,330.57,10247.67,,Yes,No,No,,,Cash,
15,82611,2011-06-10,Cash Expense,31397.33,2011-07-05,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2011-10-06,19453.66,,,Mary Benson,,Towboat,60,191.8,11508.0,,Yes,No,No,,,Cash,
15,82611,2011-06-10,Cash Expense,31397.33,2011-07-05,Katrina Dennis,Job Materials,Paid,,2011-10-06,19453.66,,,Mary Benson,,,28,343.97,9631.16,,Yes,No,No,,,Cash,
15,82611,2011-06-10,Cash Expense,31397.33,2011-07-05,Katrina Dennis,Arizona Dept. of Revenue Payable,Paid,,2011-10-06,19453.66,,,Mary Benson,,,,0.08,10.5,,Yes,No,No,,Uncleared,Cash,
15,86171,2018-04-19,Charge,31397.33,2018-07-10,Katrina Dennis,Accounts Receivable (A/R),Paid,,2019-06-14,25655.67,,,James Sampson,,,,,,31397.329999999998,Yes,No,No,,,Discover,
15,86171,2018-04-19,Charge,31397.33,2018-07-10,Katrina Dennis,Towboat and tugboat rental or leasing,Paid,,2019-06-14,25655.67,,,James Sampson,,Towboat,31,330.57,10247.67,,Yes,No,No,,,Discover,
15,86171,2018-04-19,Charge,31397.33,2018-07-10,Katrina Dennis,Other Income,Paid,,2019-06-14,25655.67,,,James Sampson,,,60,191.8,11508.0,,Yes,No,No,,,Discover,
