business_id,customer_name,customer_full_name,billing_address,billing_city,billing_state,billing_zip_code,shipping_address,shipping_city,shipping_state,shipping_zip_code,balance
14,Taylor Houston,Taylor Houston,085 Mccullough Ways,Davisshire,WA,60957,32489 Justin Trafficway,New Benjamin,SC,20758,
14,Kristy Mack,Kristy Mack,21913 Brandy Union,Erikside,ID,49542,56876 Cynthia Parkway,New Williamhaven,NC,87317,
14,Jeff Arnold,Jeff Arnold,0666 Robert Bridge Apt. 226,Brandyville,NE,43439,296 Brown Island Suite 972,North Brian,ND,49086,
14,Valerie Dickson,Valerie Dickson,99175 Tyler Tunnel Suite 423,Strongview,HI,98917,3001 Marisa Manors Apt. 941,Christopherbury,IN,64171,
14,Rebecca Hernandez,Rebecca Hernandez,89484 Watkins Fort,Rasmussenmouth,DC,72352,85332 Nicole Garden Suite 401,Gregoryside,CT,58579,
14,Ashley Brooks,Ashley Brooks,1714 Thornton Forge,South Jamie,MS,17017,6484 Shannon Road Suite 077,Port Marytown,OK,7801,
14,Derek Gomez,Derek Gomez,3225 April Via,Nguyenmouth,NH,49291,1213 Carrie Plains Apt. 483,Diazmouth,MI,30657,
14,Jeffery Martin,Jeffery Martin,236 Jeffrey Estates Suite 081,Paigebury,MS,81704,92093 Curry Squares Suite 914,Dustinborough,IN,26903,
14,Debbie Benson,Debbie Benson,Unit 2300 Box 3178,DPO,AP,66441,513 Becker Locks,Albertport,CO,78876,
14,Robin Mendoza,Robin Mendoza,371 Kyle Grove Suite 875,West Traci,TN,73145,71779 Thompson Pike Apt. 789,West Karenberg,DE,37749,
14,Dennis Johnson,Dennis Johnson,25442 Bethany Gardens,Tylertown,NV,27368,6918 Perry Greens,Johnsonburgh,ID,19856,
14,Teresa Swanson,Teresa Swanson,51434 Smith Ridges Apt. 794,Griffithtown,IL,20947,35457 Deanna Extensions,Susanhaven,NE,62682,
14,Jesus Schwartz,Jesus Schwartz,8421 Gutierrez Junction Apt. 030,South Daniel,TX,50078,631 Hanson Route Apt. 963,New Felicia,AS,19594,
14,Denise Brown,Denise Brown,47988 Robert Way,Woodstown,AL,86279,75801 Benjamin Mall Apt. 802,West Michael,TN,19021,
14,Mary Sanders,Mary Sanders,212 Hill Rapids Apt. 874,North Jacobport,MN,65827,0177 Wright Lock Apt. 703,Lake Kevinport,MD,19373,
14,Susan Keller,Susan Keller,USS Martin,FPO,AA,80659,340 Bonnie Flat Apt. 533,Joyville,RI,67807,
14,Makayla Hall,Makayla Hall,413 Kayla Roads,North Elizabeth,NM,52082,34839 James Summit Apt. 565,North Joanport,KY,41683,
14,Frederick Stewart,Frederick Stewart,42855 Bell Overpass,Jamesfurt,IL,974,5228 Dustin Trail,Rebeccahaven,MI,61924,
14,Tiffany Thompson,Tiffany Thompson,3958 Evans Lodge Suite 931,Ballardport,KY,76398,957 Fox Squares Suite 839,Colefurt,PW,90418,
14,Eddie Neal,Eddie Neal,72574 House Turnpike Suite 803,Barrettland,DC,56020,21942 Scott Stream Suite 587,South Charles,OK,2016,
14,Charles Rivera,Charles Rivera,10582 Mercer Spring Suite 869,West Jessica,AS,19124,"PSC 7110, Box 4167",APO,AA,44210,
14,Brianna Singleton,Brianna Singleton,622 Keith Station,Waltonfurt,SC,2323,050 Robert Circle Suite 615,South Samanthaton,CA,22757,
14,Matthew Thomas,Matthew Thomas,0831 Hines Crossing Suite 282,East Nicholas,NC,62455,39591 Melissa Burgs Apt. 706,West Stephaniefort,CO,29097,
14,Rebecca Wells,Rebecca Wells,76078 Ashley Flat,South Peter,OR,86158,3690 Marvin Cliff Apt. 283,Melissaview,MN,47671,
14,Christina Dominguez,Christina Dominguez,"PSC 6125, Box 9735",APO,AE,37032,55624 Christina Expressway,Allenfort,NC,41241,
14,David Ball,David Ball,508 Richardson Spring Apt. 906,South Nicolasmouth,NJ,64861,35094 Holly Drive,South Kevinchester,MO,33937,
14,Kyle Bradley,Kyle Bradley,2030 Esparza Stravenue Suite 841,Lake Sara,OH,10984,47589 Cody Mission Apt. 206,Matthewview,PA,55713,
14,Brandon Brown,Brandon Brown,077 Davis Pike Suite 344,New Matthew,VI,68193,1408 Turner Skyway,Lake Tiffany,IL,18537,
14,William White,William White,"PSC 4509, Box 6787",APO,AP,7146,7640 Rodriguez Terrace,West Chadport,MO,64342,
14,Anthony Aguirre,Anthony Aguirre,USNV Walker,FPO,AP,969,95105 Jeremy Square,South Amanda,AZ,63675,
14,Amber Mcguire,Amber Mcguire,6011 Kimberly Circle,Jamesborough,NJ,67564,0168 Jordan Track Suite 577,Johnsonhaven,OK,38366,
14,Philip Morris,Philip Morris,03383 Robert Throughway Suite 286,Johnsonborough,MN,35375,990 Williams Drive,Pamelamouth,NJ,46505,
14,Helen Sanchez,Helen Sanchez,2834 Amy Hills Apt. 896,Ethanburgh,PW,90773,7617 Padilla Union Apt. 406,East Sabrinahaven,OR,34779,
14,Kathleen Weber,Kathleen Weber,46691 Kristin Camp,Smithchester,NE,81787,USNS Thompson,FPO,AA,57653,
14,Monica Gonzalez,Monica Gonzalez,20481 Mike Divide,Davisburgh,PR,31594,61304 Miller Villages Suite 390,Hurstport,IN,98987,
14,Joshua Zhang,Joshua Zhang,6814 Jennifer Ports Suite 788,Port Michael,NY,20219,2509 Johnston Point Apt. 003,Port Zacharyborough,MS,95406,
14,Misty Gardner,Misty Gardner,175 Eric Center,Bakerfurt,NV,71360,029 Michael Rapids Apt. 006,Brownmouth,VA,44763,
14,Brian Chan,Brian Chan,"PSC 4011, Box 7513",APO,AA,45129,98003 Lewis Burgs,Nguyenhaven,VT,68564,
14,Michael Graham,Michael Graham,9984 Maria Loaf,Erinfurt,PR,59041,266 Lyons Cliff,North Gabriel,GA,17261,
14,Jennifer Glover,Jennifer Glover,6678 Lewis Lock,Garyburgh,PW,28716,718 Alexander Tunnel Suite 022,Leeberg,MO,15777,
14,Mr. Andrew Silva,Mr. Andrew Silva,67788 Woods Freeway,Hardyberg,AZ,73738,6802 Matthew Alley Apt. 668,Sawyershire,WY,78341,
14,Jeffrey Thompson,Jeffrey Thompson,955 Gomez Inlet,West Christopherfort,ID,90936,8394 Nicole Ports Apt. 576,Lake Scottchester,LA,14722,
14,Eddie Rose,Eddie Rose,81265 Peterson Track Apt. 429,West Patriciaport,IN,40098,6728 Hampton Stravenue,Deborahtown,MA,97001,
14,Carmen Gonzalez,Carmen Gonzalez,2176 Clark Brook Apt. 453,North Richard,NC,23952,911 Jaime Flat Apt. 947,East Douglas,DE,69845,
14,Derek Weeks,Derek Weeks,845 Bryan Villages Apt. 393,Port Mark,KS,68957,651 Jacobs Centers Suite 008,Taylorport,HI,82626,
14,Richard Diaz,Richard Diaz,39677 Chambers Cape Apt. 135,Lake Joelton,AL,25849,Unit 9616 Box 7173,DPO,AE,62632,
14,Eric Edwards,Eric Edwards,526 Schroeder Plains Apt. 260,West Oscar,AR,17325,1224 Joshua Stravenue Apt. 897,Susanstad,WA,69040,
14,Wendy Johnson,Wendy Johnson,700 Benjamin Mall,Reyesfort,NH,73738,4970 Collins Isle,Lake Elizabeth,OH,78251,
14,Alexis Mann,Alexis Mann,4080 Lawrence Mission,Bruceborough,IN,44881,122 Barajas Fork Suite 611,Jimenezhaven,AL,76766,
14,James Sims,James Sims,64218 Nguyen Trafficway Suite 893,Port Stephen,NJ,20303,24384 Kimberly Avenue,Lake Rhondamouth,MA,11467,
14,Cynthia Jackson,Cynthia Jackson,5041 Heidi Neck Apt. 555,Port Karlshire,RI,72592,85766 Thompson Prairie,Lake Teresaside,ME,13052,
14,Robert Santana,Robert Santana,49687 Scott Ramp,North Brittanyburgh,CO,14464,0643 Cohen Pass Apt. 778,Walkerberg,UT,91812,
14,Jessica Lam,Jessica Lam,Unit 8720 Box 9681,DPO,AP,13788,9885 Heather Lock Apt. 279,Markshire,IA,49931,
14,Kathleen Lynch,Kathleen Lynch,407 Jerry Orchard Apt. 429,Lewisberg,SD,16792,9802 Austin Via,West Jamie,IA,40136,
14,Daniel Johnson,Daniel Johnson,235 Khan Crescent Suite 270,Barnesview,HI,98292,23567 Sean Track Suite 302,Moralesborough,IA,3086,
14,Shane English,Shane English,9063 Frost Mission Apt. 815,Debbiechester,CO,29767,USCGC Zimmerman,FPO,AP,42268,
14,Ashley Harris,Ashley Harris,19706 Forbes Parkway Suite 979,Charlesfurt,MA,74802,56199 Gutierrez Drive Suite 073,Donnabury,VT,92746,
14,Miss Leslie Morgan,Miss Leslie Morgan,81077 Koch Hill,South Kristen,RI,8273,USCGC Lopez,FPO,AP,63954,
14,Kimberly Morgan,Kimberly Morgan,13742 Clark Grove,West Danielle,WA,39539,7698 Scott Center Apt. 205,South Daniel,PA,598,
14,Robert Mckenzie,Robert Mckenzie,759 Murphy Manor,Sarahtown,NY,95928,39311 Sue Stravenue,East Ericmouth,CO,26251,
14,Lori Johnson,Lori Johnson,"PSC 9750, Box 4225",APO,AE,88735,84139 Clark Avenue Apt. 383,Lake Ruthville,HI,12916,
14,Linda Morris,Linda Morris,762 Sexton Stream Apt. 193,Lake Sydney,CO,97401,56927 Michael Villages Suite 844,Gonzalezmouth,NH,51086,
14,William Watson,William Watson,569 Miller Springs Suite 446,Jeremiahmouth,VT,68543,249 Poole Fort,West Alexisburgh,ID,66008,
14,Sandra Kline,Sandra Kline,Unit 5655 Box 2126,DPO,AP,98637,843 Oliver Alley,Nicholasshire,MI,53385,
14,Ronald White,Ronald White,96554 Miller Glens,Troychester,AR,63905,6023 Price Crossroad Suite 877,Port Jacquelinemouth,AS,22170,
14,Michael Rogers,Michael Rogers,3567 Moore Drive Suite 772,Markmouth,NH,61529,7790 Jackson Mountains Apt. 676,Leeton,HI,35876,
14,Ryan Hughes,Ryan Hughes,75617 Laurie Meadows,Jamesville,PW,86013,60328 Jeremy Valleys Suite 231,North Terriborough,OH,44632,
14,Melissa Mooney,Melissa Mooney,491 Martin Estates,New Zachary,MH,77338,38018 Smith Summit,Andersonfurt,PA,31158,
14,Jeffrey Blackwell,Jeffrey Blackwell,168 Gilbert Motorway,New Nancy,MN,91412,30637 Aaron Mountains,New Rachelmouth,WY,54158,
14,Ryan Carlson,Ryan Carlson,54065 West Island Apt. 159,Suttonville,MD,68843,366 Porter Circle Apt. 089,Alistad,TX,27954,
14,Robert Moreno,Robert Moreno,847 Leach Vista,Rebeccabury,MS,47769,5884 Barry Ford Apt. 805,Tommyview,WV,35272,
14,Amanda Richardson,Amanda Richardson,3270 Hernandez Ridge,Mistymouth,WI,50680,54114 Kirby Estates,Gardnerburgh,CA,861,
14,Marie Larsen,Marie Larsen,73154 Perry Green,Susanhaven,FM,13052,447 Logan Coves Apt. 509,West Mario,AL,8873,
14,Lisa Moore,Lisa Moore,2028 Spears Creek Apt. 653,West Anthony,MS,38156,29182 Natalie Loop Apt. 317,Jimenezburgh,IA,79603,
14,Justin Snow,Justin Snow,98402 Brittney Isle Suite 128,North Barbaraberg,DE,77151,06053 Sabrina Springs,North Michaelland,MH,95121,
14,David Phillips,David Phillips,Unit 9453 Box 3958,DPO,AP,57055,740 Hill Rapids,Port Martin,CO,84315,
14,Debra Stevenson,Debra Stevenson,Unit 3636 Box 6547,DPO,AE,32928,594 Charles Coves,North Karenmouth,ID,22812,
14,Lindsay Guerrero,Lindsay Guerrero,20514 Blanchard Canyon Apt. 951,Schneiderhaven,TX,17543,67715 Kent Plain Suite 978,Mccormickberg,OK,52995,
